,text,intent
26227,I wouls like my dec page please,3
26228,Get me a copy of my insurance declaration page,3
26229,need dec page fast,3
26230,Send over my dec page,3
26231,I just recently talked to kristy she was faxing a policy declaration that included my daughters name and we have not received it yet,3
26232,Send me my dec page please,3
26233,What are the other options to get a copy of my insurance declaration page,3
26234,please provide copy of declaration page,3
26235,Im trying to get the Homeowners insurance dec page for this policy BE,3
26236,renters insurance declaration page,3
26237,I have lost my dec page Can you find it,3
26238,Homeowners declaration page,3
26239,Send declaration page,3
26240,Hi Can you help me find my declaration page,3
26241,Hello can you help me to get a copy of my insurance declaration page,3
26242,give copy of insurance dec page,3
26243,Email me my insurance dec page,3
26244,I need to find the insurance declaration thing,3
26245,need my insurance dec page,3
26246,Locate declaration page,3
26247,Help me find my insurance declaration page,3
26248,Hi Abby Im needing to get the declaration page for policy XH,3
26249,I need my declaration page for my insurance,3
26250,can I get my insurance declaration page,3
26251,Can you give me my declaration page,3
26252,Copy of ins dec page,3
26253,Print me my dec page,3
26254,Give me my insurance declaration page,3
26255,where is a copy of my dec page,3
26256,Show me a copy of my insurance declaration page,3
26257,Show me insurance declaration page,3
26258,I need my dec page,3
26259,Can you give me copy of insurance declaration page,3
26260,Can you fax me a copy of my last declaration page to,3
26261,Can I have my declarations page,3
26262,insurance declaration page,3
26263,Than can you fax me declaration page for period of,3
26264,Could you please fax over a copy of my declaration page to my insurance please,3
26265,Do you know where to find my insurance declaration page,3
26266,Locate my insurance declaration page,3
26267,How can I find my copy of insurance declaration page,3
26268,I need my declaration of insurance,3
26269,Send me my declarations page,3
26270,I need my declaration page,3
26271,I want to have a copy of my insurance declaration page,3
26272,finding insurance declaration page,3
26273,insurance dec page needed,3
26274,need insurance dec page,3
26275,need access to my declaration page,3
26276,Want my insurance declaration copy,3
26277,Hi I was wondering if you can send me my declaration page for my home owners insurance to mrlewisgmailcom,3
26278,I need the insurance declaration page,3
26279,I need my declaration page now,3
26280,Can you find my insurance declaration page,3
26281,Print me a declaration page,3
26282,I need help finding the insurance declaration,3
26283,Hello is there a way to print out a detailed declaration page to show auto coverage proof I was able to print out only a  page brief coverage summary Thank you,3
26284,need my dec insurance page,3
26285,Can I download a copy of my declaration page,3
26286,Copy of declaration page,3
26287,Please send me my declaration page,3
26288,email my declaration page,3
26289,I cant find my declaration page,3
26290,How do I find my declaration page,3
26291,My insurance declaration please,3
26292,where can I find my insurance dec page,3
26293,need my insurance declaration page,3
26294,Can I please have a copy of my insurance declaration page,3
26295,Send dec insurance page please,3
26296,I want someone to send me my declaration page,3
26297,need info about insurance declaration,3
26298,I would like my declaration page,3
26299,I need to find my dec page,3
26300,Where would I be able to obtain a copy of my declaration page,3
26301,where to find dec page,3
26302,Can you show me my declaration page,3
26303,I want a copy of insurance declaration page,3
26304,need help locating my declaration page,3
26305,What is the purpose of a deductible,3
26306,what is a deductible,3
26307,my policy says deductible What is that,3
26308,I dont understand a deductible,3
26309,can you please explain to me the term deductible,3
26310,Why does a ded exist,3
26311,How much is my car insurance deductible,3
26312,How much is deductible for my homeowners insurance,3
26313,Would you tell me the deductible for my car insurance,3
26314,Can you please look me up in your system to see what my deductible would be,3
26315,I am interested in finding out how much the deductible is on my auto policy,3
26316,Is deduction depends on policy and and vehicle,3
26317,Do you have the information for my car insurance deductible,3
26318,Does my car insurance include any deductible,3
26319,How much of a deductible do I have to pay for my car isnrance,3
26320,If I am in an accident how much will I have to pay before insurance kicks in,3
26321,How do I know when I have met my deductible on my car insurance,3
26322,Can you help me identify the deductible for my car insurance,3
26323,I need to know what my car insurance deductible is,3
26324,I want to know how much the deductible on my auto policy is,3
26325,Tell me the deductible on my auto policy,3
26326,What deductible is there for my car insurance,3
26327,I need information regarding my homeowners insurance deductible,3
26328,How much is deductiblefor a house insurance,3
26329,Hi Abby can you tell me how changing my deductible to  will affect my premiums,3
26330,What is my deductible for my homeowners insurance,3
26331,How do i find out about the deductibels in my car insurance,3
26332,How high is my deductible,3
26333,I want to learn about the deductible for my car insurance,3
26334,How can i locate information about deductibles in my current four wheeler insurnce,3
26335,I have an insured car how much is deductible on my policy,3
26336,What is the deductible that comes with my auto insurance,3
26337,what is my deductible,3
26338,WHAT IS THE DEDUCTIBLE FOR WINDSHIELD REPAIR for my car insurance,3
26339,What is the deductible for my auto insurance,3
26340,Is there a deductible for my car insurance,3
26341,Where can I check what my deductible is,3
26342,How much is deductibel from my car insurance,3
26343,What is deductible from my bike and four wheeler policy,3
26344,What is my deductible for windsheild replacement,3
26345,What is the amount for the deductible for my car insurance,3
26346,I forgot the deductible on my car insurance What is it,3
26347,What is the deductible I have to meet when using my car insurance,3
26348,what is the deductible for vandalism for my car insurance,3
26349,I dont know the deductible for my car insurance,3
26350,Can you tell me what my deductible for windshield replacement is,3
26351,Can you tell me the deductible for my car insurance,3
26352,I forgot what my auto deductible is,3
26353,I want to know the deductible for my car insurance,3
26354,Id like to find out the deductible for my car insurance,3
26355,I want to find out the amount for my car insurance deductible can you provide it,3
26356,Whats my renters insurance deductible,3
26357,I would be grateful to know the deductible for my car insurance,3
26358,What is the deductible for my flood insurance,3
26359,i accidentally entered payment twiceplease cancel the extra one,3
26360,should i delete my duplicate payment which i made twice,3
26361,There was a duplicate payment made on my Ballwin Home March  invoice,3
26362,I would like my duplicate payment refunded,3
26363,Somehow I made a duplicate payment Can you delete one for me,3
26364,how can i delete the extra payment which i made wrong,3
26365,I need to cancel an extra payment,3
26366,Can u pls help me in deleting one payment out of two payments made,3
26367,Could you somehow reverse one of those payments One was a mistake,3
26368,How can I delete one payment,3
26369,Will you give me some idea to delete my last transfer of money,3
26370,delete my double payment,3
26371,I was charged twice can you delete one,3
26372,I accidentally paid twice please delete one,3
26373,How do I go about deleting a payment if I accidentally paid twice,3
26374,When will i get back my double payment which i paid mistakenly,3
26375,can you tell me how to delete duplicate payment which i made wrong,3
26376,Can you delete my duplicate payment,3
26377,Issue duplicate payment,3
26378,i might have accidentally pay two times Delete one,3
26379,Repeated the same payment Kindly cancel the second payment,3
26380,I just want to make sure The Payment of  I just made is charged twice to my bank,3
26381,well i oops i accidently made a payment when i didnt want in the middle of setting on my auto pay that i need reversed,3
26382,Where can I get the details for double payment from my account,3
26383,Can you please help remove the extra payment that was made by mistake,3
26384,delete one of the two payments i made please,3
26385,need my duplicate payment reversed,3
26386,The man charged me twice please remove one,3
26387,Whoops I paid twice by mistake please help,3
26388,need to delete a payment,3
26389,I need to stop a payment in process I paid twice,3
26390,I accidentally paid twice please refund one,3
26391,Can I cancel my duplicate payment,3
26392,How do I get a duplicate payment refunded,3
26393,How can i get back the money back to my account which i have transferred at last,3
26394,I paid twice and i need to get money back,3
26395,Due to browser hanging issue payment made two times Please revers one,3
26396,somehow paid two times please delete one,3
26397,Can you please help remove the extra payment that was mistakenly made,3
26398,my account was charged twice cancel one,3
26399,accidently paid two times Please return extra payment amount,3
26400,I paid my bill on  ConfCS Auth Theyre charging for me two,3
26401,I want you to delete my duplicate payment,3
26402,I just paid the same thing twice can you undo the second time,3
26403,refund amound i have done additional payment,3
26404,How did I make a double payment,3
26405,My account has been debited twice for the same payment Can you please refund the same,3
26406,Will you be able to delete one extra payment made by me,3
26407,I paid twice by mistake please help me,3
26408,I want to know how to delete an extra payment made,3
26409,Something went wrong and I ended up paying twice Can you undo one payment,3
26410,i have an issue with a double payment,3
26411,There is a duplicate payment please refund one,3
26412,I really need on of my payments to be returned to me I gave you too much,3
26413,What do I have to fix a duplicate payment mistake,3
26414,Please remove the extra payment that was made accidentally,3
26415,Hello Can you delete wrong extra payment I made,3
26416,I paid twice What do I do,3
26417,i paid twice by mistake,3
26418,I messed up and sent two payments instead of one,3
26419,By mistake I paid two times Can you process refund of one payment,3
26420,Can you please remove the extra payment that was mistakenly made,3
26421,I made a mistake paying and I need help getting my money back,3
26422,I just noticed Ive made a double payment last week how can I fix this,3
26423,I might have paid the same bill twice how can I return the money from the second payment,3
26424,What happens if I made a mistake and paid twice for one payment can I somehow get the money back,3
26425,unnecessary i paid two times please delete one,3
26426,Do i have any way to correct the mistake which i have done in my last payment,3
26427,accidentally made two payments can you please get rid of one,3
26428,I made  payments I need to cancel it how,3
26429,I paid twice please refund the extra amount,3
26430,What do I do if I accidently made the same payment twice,3
26431,could you please delete the duplicate payment i made,3
26432,Can you delete a duplicate payment,3
26433,Double the sum has been taken out of my credit card can you check if Ive paid twice by mistake and fix that,3
26434,Is there a way to cancelstop a duplicate payment,3
26435,could you sort my bill out as there seems to be a double payment which shouldnt be there,3
26436,somehow paid two times payment,3
26437,Refund me my double payment,3
26438,Is it possible to rectify duplicate payment error,3
26439,i mistakenly made a double payment Return one now,3
26440,how to cancel my duplicate payment,3
26441,please refund extra amount i have paid twice,3
26442,Oops I paid twice and would like one payment removed,3
26443,can you please eliminate this double payment,3
26444,Please return my duplicate payment,3
26445,I paid through online and i got stuck and got paid twice and need pay back,3
26446,I cant tell how to delete a duplicate payment,3
26447,I somehow paid twice can you delete one,3
26448,I have piad you guys twice can you refund me,3
26449,Somehow duplicate payment happend Can you return the extra payment amount,3
26450,I made two payments instead of one by accident,3
26451,I messed up and submitted the same payment more than once Can you delete one of the payments,3
26452,a payment was made to you in error for  on  acct,3
26453,Can you delete one of the payments since I did it twice,3
26454,can you please adjust the double payment i made,3
26455,If I only want to pay once can you delete one of these duplicates,3
26456,Did you notice if that last payment was made more than once,3
26457,I need to cancel one of the payments I made as I have been debited twice for the same payment,3
26458,Ugh that last payment was a dupe could you remove it for me,3
26459,Made two payments by accident can you delete one of them,3
26460,I made a double payment is there any way you can refund me,3
26461,Can you delete one of these payments since they are duplicates and I only want to pay once,3
26462,Is there a way to cancel extra duplicate payment,3
26463,remove my accidental payment,3
26464,i paid twice can you delete the extra payment,3
26465,I made a mistake by paying two times and I need a refund,3
26466,i paid twice could you reverse one of the payments,3
26467,I made a double payment and I dont know how what to do now,3
26468,I need money returned to me due to my mistake paying twice,3
26469,Hello I accidently scheduled my bank to pay my account twice I called last week and they said they would reverse one of the charges Can you find out when that will go back into my account,3
26470,delete my additional payment,3
26471,need your helpI think i made  payments on my auto insurance,3
26472,Please would you be able to delete a duplicate payment I made,3
26473,i paid this twice and need it removed,3
26474,Hi Im not sure what happened I think I made a double payment Is that possible if yes please return one,3
26475,I need to help for delete duplicate payment,3
26476,I need a refund because I made a double payment,3
26477,i think ive signed up twice and ive been charged could you help me,3
26478,Two payments have gone in from me and theyre both for the same thing I need one back,3
26479,Somehow I did not recall I already submitted a payment There are now two so how do I remove one,3
26480,plz reverse my last payment it was a duplicate,3
26481,i paid double by mistake,3
26482,I made a double payment can you return my money,3
26483,I need to know why my account is debited twice for the same Bill,3
26484,What to do if I pay twice,3
26485,Mistakenly I paid twice will i get my payment back,3
26486,I need to make a change to a double payment I made,3
26487,please delete the duplicate payment,3
26488,made a double payment can you return,3
26489,Can a double payment be voided,3
26490,Would you be so kind as to send back one of my payments I accidentally paid twice,3
26491,could you cancel my payment that i made I shouldnt have clickjed twice on pay,3
26492,Can you cancel duplicate payment right away,3
26493,Delete duplicate payment,3
26494,how can i ask for a refund due to double payment,3
26495,please delete the second payment,3
26496,Delete a duplicate transaction in Payment,3
26497,Since I accidentally paid again can you delete the duplicate,3
26498,I need to delete a double payment,3
26499,made two payment please delete one,3
26500,I paid two times and I need to get my money back,3
26501,I paid twice by mistake could you delete one,3
26502,can you delete a duplicate payment that i made,3
26503,If I pay two times how can I take one payment back,3
26504,There was an error and I was charged twice can you delete one,3
26505,Is it possible to delete a duplicate payment,3
26506,There were two payments made by mistake Can you delete one of them,3
26507,I received a notice about an increase in my plan are you able to explain to me,3
26508,Discrepancy in the amount,3
26509,Did my renewal premium increase,3
26510,why i am asked to pay so much extra,3
26511,The amount on my bill is incorrect,3
26512,what am I being charged for this month versus last month,3
26513,I would like to know why in my statement Im being charged  and in my contract it says my monthly payments will be,3
26514,why is there a increase in my bill,3
26515,payment amount changed,3
26516,why do i have to pay more,3
26517,What is wrong with my bill right now,3
26518,can you tell me why my payment went up,3
26519,Hi Jenna I was wanting to know why my payment is at  When I talked to my agent she said it was going to be around  I wont be able to afford that amount,3
26520,How is my bill calculated,3
26521,why is my bill different,3
26522,what is making the bill so high,3
26523,Why did my bill come out so high,3
26524,Lower my premiuim,3
26525,how come my current bill is for almost  more dollars than my last bill,3
26526,What changes occured on my bill,3
26527,Can you explain my billing amounts,3
26528,What happened to my bill,3
26529,I was wondering why payment with up this month,3
26530,What can we do to make my bill lower,3
26531,why did my payment amount change,3
26532,Is there any possible reason for high bill,3
26533,I have noticed a difference in the amount,3
26534,why is this bill different from the last bill,3
26535,I dont understand why my bill changed,3
26536,Hello I am wondering why my payment went up this month from roughy  to,3
26537,The cost is different Why,3
26538,Why arent these amounts the same,3
26539,how did my bill change,3
26540,why do I have to pay more,3
26541,what happened to my bill,3
26542,Where did this amount come from,3
26543,I need to know why I am paying a different amount,3
26544,how my amount show very high,3
26545,The amount on my bill is different from online,3
26546,What is the reason for high bill,3
26547,why did my bill increase,3
26548,can you explain the reason my bill is different,3
26549,Why am I being charged so much this time,3
26550,why did my bill climb in price,3
26551,why this mistake happen in my amount,3
26552,What should I do if my bill is higher,3
26553,why is my statement this high,3
26554,Why did my renewal payment increase,3
26555,Im trying to find out why I got charged  On,3
26556,Why is the price more than last year,3
26557,why has the amount youre charging me changed,3
26558,Bill amount increase,3
26559,what is the extra charge that is on my bill,3
26560,why has there been an increase in my bill,3
26561,Issues with my bill amount,3
26562,My account shows the wrong amount,3
26563,Why is my Cruze Ins so high,3
26564,Why am I not paying what I thought Id pay,3
26565,why is my bill higher than in previous months,3
26566,how come the bill is so high,3
26567,let me know the reason for high bills this month,3
26568,I would like to know why the cost is different,3
26569,Bill amount changed,3
26570,Why is my bill so high,3
26571,Did I do something that caused the change in amount,3
26572,Why are my bills so expensive,3
26573,Would you be able to find out why my premium went up on my auto policy,3
26574,there must be a mistake on my bill,3
26575,How come my bill is different than last month,3
26576,I think Im being overcharged,3
26577,Why has the price been altered,3
26578,Why is my billing going up next month Since September it has went up,3
26579,How did my bill become a higher amount,3
26580,Whats up with the amount,3
26581,Tell me why the amount is different than the other amount,3
26582,i need help with finding out why my bill is different than last month,3
26583,Why was my bill different this time,3
26584,There was a variation in the amount of my bill,3
26585,I would appreciate the powers that be to know that it is appalling to see the increase in fee for paying on a monthly basis as opposed to entire policy premiums all at one time,3
26586,how can i get correct amount details,3
26587,how is my bill be so huge,3
26588,Did you add something extra on my bill,3
26589,Id like to know why the amount is different,3
26590,What factors change the amount,3
26591,how come my bill changed,3
26592,Why isnt my bill the same as last month,3
26593,I believe I have been charged too much,3
26594,Why has my statement increased so much,3
26595,what changed to cause my bill to increase,3
26596,my payment is not the same as last time,3
26597,Why is my payment different,3
26598,Why did my bill go up,3
26599,Why has my total bill increased,3
26600,what caused the amount due to increase,3
26601,I may have been charged incorrectly,3
26602,my payments have changed,3
26603,My bill has suddenly increased and I would like to know why,3
26604,Why the amount is so high this month,3
26605,why do i have to pay so much,3
26606,Hi i had a question about my bill I had paid last month and when i went to pay this mont my bill was doubled Now i checked back and it has trippled,3
26607,Please correct the amount discrepancy,3
26608,Is there a reason my bill is different,3
26609,There was a bump in my policy by  and can someone tell me the reason,3
26610,Why is this bill so expensive,3
26611,what has caused my bill to increase,3
26612,I had a question about my billing statement I have noticed that the last few months my bill amount has gone up,3
26613,Can you explain these extra charges,3
26614,why has my bill became so high,3
26615,how come last months bill was less than this months bill,3
26616,what is the reason my bill is so high,3
26617,when did the bill get so high,3
26618,My bill just increased for the nd time in  months can you tell me why,3
26619,Why is my bill fluctuating,3
26620,Why has my bill changed,3
26621,Just wondering why my bill is so much Is it for  months or something I thought it was current,3
26622,what caused my bill to increase,3
26623,why did my statement change,3
26624,I recently changed my coverage parameters on my umbrella policy I noted the statement charged  for paying less than the account balance,3
26625,Please adjust my bill,3
26626,please advise hoe come this total is so high,3
26627,I am wondering why my payment went from  to like,3
26628,how come my bill is higher than usual,3
26629,Why did my bill rise this month,3
26630,yes i wanted to know why my car ins bill went from arounf  a month to  when i made no changes at all and had no claims,3
26631,Why have you increased my bills,3
26632,There are issues with my bill amount,3
26633,Was told to avoid  installment charge on my last bill I should sign up for auto payments Next bill would be adjusted to  This adjustment has not occurred,3
26634,where can I see how my bill is calcualted,3
26635,Can you explain why the amount on my bill changed,3
26636,who changed my bill amount,3
26637,Why Am I paying twice for uninsureded,3
26638,i need help finding out why my bill is higher,3
26639,Why is the price lower than normal,3
26640,why is my statement so high,3
26641,why has the amount changed,3
26642,I need to find out abt my insurance I am on this plan where they locked my rates in for  years now I see that they went up like,3
26643,different amount,3
26644,help me understand my bill,3
26645,my bill is too high,3
26646,I would like to understand why my April bill is,3
26647,why do i owe more this month,3
26648,can i talk to someone about the final amount you billed me,3
26649,Why has the amount changed on my bill,3
26650,why is my bill diffferent than last month,3
26651,Why is the amount of my bill different,3
26652,What happened to make my bill change all of a sudden,3
26653,Why is my bill not the same as I checked it last time,3
26654,Hi I am noticing that my monthly premium keeps going up Im wondering why that is and if there is any way to lower it,3
26655,Why did my bill change,3
26656,Why has the price been made different,3
26657,Should the amount be different,3
26658,why is my bill from last month different than this month,3
26659,What are you charging me extra for,3
26660,Why did my payment jump from  to,3
26661,why my bill amount raised,3
26662,why has my bill increased,3
26663,Why is my bill different this month than last month,3
26664,Why did you change the amount,3
26665,Can you help me figure out the changes to my bill,3
26666,my payment amount is different,3
26667,did my policy increase on my upcoming renewal,3
26668,May I get with some discount,3
26669,When was the discount available for me,3
26670,Give some discount,3
26671,are there any discounts on this,3
26672,Can I get a good discount,3
26673,Please tell me to get discount,3
26674,I want to pay my bill in full to get the discount but i cant seem to speak with anyone Constant audio loop,3
26675,i already set up the auto payment but no discount aaplied to my account for that,3
26676,I need to find out what discounts are available,3
26677,What discounts I am being given,3
26678,I need a list of all discounts for which I am eligible,3
26679,Where is my discounts list,3
26680,what discounts can i expect,3
26681,Can anyone tell me what discounts are available,3
26682,my renewal payment is due tomorrow My account is currently on auto charge for the minimum payment How do I take this off auto charge I want to pay the full balance to receive the discount,3
26683,Can you tell me what discounts I can use,3
26684,I need you to give me a list of discounts,3
26685,Is it possible to me to get a discount,3
26686,Give me an itemized discount list,3
26687,What are the discounts available,3
26688,Are there any discounts you can tell me about,3
26689,Id like to know the discounts that available to me,3
26690,Can you offer me any discounts,3
26691,are there any available discounts,3
26692,Do I get a discount,3
26693,how do I find a defensive driving course that is approved,3
26694,apply a discount,3
26695,Can I check if I am eligible to some kind of discount,3
26696,Any discounts available,3
26697,Can you get me my discount details,3
26698,What discount can I get,3
26699,I moved back to Clifton co and switched my agency to Michael Daniels I dont believe they updated my discounts multiple care discounts etc as I was paying  something and currently it says,3
26700,how much are my discounts worth,3
26701,Where can I find discounts,3
26702,Can I get a discount,3
26703,Are there any discounts or promotions I can benefit from,3
26704,what discount avaliable to my,3
26705,Does American Family provide discounts for Federal employees,3
26706,Are there any discounts available,3
26707,what discount you provide me,3
26708,Give me a list of all available discounts,3
26709,Do you do discounts,3
26710,Are any discounts available to me,3
26711,Are there any discounts that will lower my premium,3
26712,Does my policy include all applicable discounts,3
26713,Are there any discounts,3
26714,Are there any great discounts,3
26715,Am i available to that discount,3
26716,What discounts I am being offered,3
26717,Are there any discounts available to me,3
26718,is there any way to save,3
26719,Can I get a discount for being a return customer,3
26720,Please give me an updated list of discounts,3
26721,how do i get a discount,3
26722,is it possible to get discounts,3
26723,Do I qualify for any discounts,3
26724,could you tell me about the discounts i am eligible for,3
26725,list possible discounts for me,3
26726,what discounts are available to me,3
26727,Id like to know about the discount rate,3
26728,can you offer me any disounts,3
26729,Are there any discounts that I could check out,3
26730,yes i been a customer for awhile now and would like to know my current auto rate is that the best amfam can do,3
26731,how can i get discount details,3
26732,List discounts Im eligible for,3
26733,Show me discounts that Id be interested in,3
26734,can u tell me about discounts,3
26735,are there any discounts availble to me,3
26736,what discounts can i use,3
26737,Tell me something about the discounts,3
26738,does the discount have expire date,3
26739,What discounts are there for me,3
26740,where can i get discount details,3
26741,Hello I would like to know how I can lower my monthly payment,3
26742,I got an offer thaat said there was a discount available,3
26743,do you offer discounts,3
26744,Are you sure to give any discount for me,3
26745,Am I getting a discount,3
26746,is there any way to save money,3
26747,Id like to know the available discounts,3
26748,Does my policy qualify for any kind of discount,3
26749,How many discounts am I currently able to get,3
26750,could you tell me about the discounts available to me,3
26751,please give me a discount,3
26752,What are the discounts available to me,3
26753,I noticed on my account that it says the my automatic payment discount is about to expire and that i need to edit my payment method however when i went in there it is all accurat,3
26754,Can you tell me the available discounts,3
26755,Im wanting to know if I correctly set up my full account balanceand paperless billing on my new policy so Ill get the discounts,3
26756,I just need to know which drivers education courses qualify for the discount associated with having taken the course,3
26757,What are the discounts I am able to use here,3
26758,what kind of discounts are there for me,3
26759,Do you offer a customer discount for me,3
26760,can i get a discount,3
26761,What are my discounts,3
26762,What is my current discount,3
26763,Are there any discounts you can apply to my policy,3
26764,tell me what discounts are available,3
26765,I want to have a discount,3
26766,How much of a discount can I receive,3
26767,could you offer me a discount on my insurance premiums,3
26768,What are the ways to get good discount,3
26769,what kind of discounts do you provide,3
26770,Are there discounts that can be applied,3
26771,What discounts can be used,3
26772,Whats the discount rate,3
26773,Are there any discounts I qualify for,3
26774,Can you give me a first time customer discount,3
26775,How much discounts are out there,3
26776,i want a discount,3
26777,Do I have discounts available to me,3
26778,what discounts are for me,3
26779,assist me to get all discounts,3
26780,are there discounts,3
26781,are there discounts for me,3
26782,How many discounts are available to me,3
26783,What types of discounts am I able to get,3
26784,Any discounts being offered for me,3
26785,What I want to do to get a discount,3
26786,How to qualify for discounts,3
26787,what discounts can i receive,3
26788,I would like a discount Is that possible,3
26789,when ami i eligible to get a discount,3
26790,are there discounts i can have,3
26791,Are there any discounts I might be interested in,3
26792,Last time i was informed that if i set up the auto payment then i will receive some discount,3
26793,I want to know about the discount rate tell me about it,3
26794,I no longer want to be on your mail contact list,3
26795,Please do not contact me further,3
26796,Please remove my name from your companys mailing lists,3
26797,I do not wish to be contacted by your company ever again,3
26798,Stop sending me your mail,3
26799,Do not contact me or send me mail any longer,3
26800,Remove me from all of your lists,3
26801,Please put me on the list of people to not contact,3
26802,I should be removed from all of your mailing lists,3
26803,I do not wish to receive mail from your company,3
26804,I want to be put on the Do Not Contact list,3
26805,These calls are not working I will not be buying,3
26806,I do not want any mail from your company,3
26807,Put me on your Do Not Contact list,3
26808,Please remove me from mailing list,3
26809,I want to be removed from your mailing list,3
26810,Could you take me off the mailing list,3
26811,Can you add me to the list to be removed from the mailing list,3
26812,Take me off of your contact list,3
26813,I would like to unsubscribe from your mailing list,3
26814,I do not want to be on your mailing list,3
26815,Your company needs to stop sending me mail,3
26816,Remove my name and address from your mailing list,3
26817,Could you remove me from your mailing list,3
26818,Quit sending me mail,3
26819,Will you please remove me from your mailing list,3
26820,Please remove me from all your mailing lists,3
26821,How do I get off the mailing list,3
26822,I would like to be removed from the mail list,3
26823,Remove me from your list of mailing addresses,3
26824,I would like to not receive emails from your company,3
26825,I no longer want to receive your mailings,3
26826,I dont want to receive any mail from your company,3
26827,Please get me off your mailing addresses,3
26828,take me off your mailing list please,3
26829,Please stop contacting me,3
26830,Stop sending me mail from your company,3
26831,I want to be on your do not contact list,3
26832,I would like to not be in contact with your company anymore,3
26833,Take me off your mailing list please,3
26834,Can you take me off the mailing list,3
26835,I want to take my email off of your mailing lists,3
26836,I wish to unsubscribe from your mailing list,3
26837,Please unsubscribe me from your mailing list,3
26838,Id like to unsubscribe from the mailing list,3
26839,What do I have to do to add my email to your do not contact list,3
26840,Please remove me from your mailing list,3
26841,Take me off your list,3
26842,I would like to be taken off the mailing list,3
26843,Can I please take my mailing address off of your mailing lists,3
26844,Dream Keep rewards,3
26845,What are the benefits of dream keep rewards,3
26846,what is dreamkeep,3
26847,Why should I sign up for the DreamKeep rewards program,3
26848,How do I know if DreamKeep rewards is right for me,3
26849,I am receiving an error when i try to access my DreamKeep rewards,3
26850,I cant log into my DreaM Keep rewards account,3
26851,Why am I receiving errors when I access my DreamKeep rewards,3
26852,DreamKeep rewards access error,3
26853,I cant seem to see my dreamkeep rewards points,3
26854,Im trying to sign up for Dream Keep rewards by Im having problems,3
26855,do you support the dreams foundation,3
26856,What is the contact for chartiable giving,3
26857,I have a question about the Dream foudnation,3
26858,Tell me aobut the Dreams Foundation,3
26859,apply for dreams foundation grant,3
26860,hi looking forward to talk to any pne who is willing to sponsor our upcoming event,3
26861,question about dreams foundation,3
26862,Do you have a charitable foundation,3
26863,Does the Dreams Foundation support church groups,3
26864,verify employment with american family insurance,3
26865,need to confirm employment,3
26866,I need to verify someones employment with American Family,3
26867,need to verify someone used to work for American Family,3
26868,employment verification,3
26869,need to confirm someone is employed with your company,3
26870,How can I confirm someone used to work at American Family,3
26871,Can I talk to someone in Human resources to verify employment,3
26872,If I run out of gas can I call for help,3
26873,What do you know about getting roadside service on my policy,3
26874,Is emergency roadside service available for my vehicle,3
26875,how can i use my ERS for no gas,3
26876,my truck has a flat is towing included in my policy,3
26877,I need roadside assistance,3
26878,My car has stalled is ERS included in my policy,3
26879,is there a free roadside assistance service,3
26880,my car has a flat is towing included in my policy,3
26881,What does ERS cover,3
26882,is towing included if i have a flat,3
26883,What can I expect from my roadside service policy,3
26884,Is fixing flat tires part of my policy,3
26885,Is tow truck use included in my plan,3
26886,Do you offer emergency services,3
26887,My tire is flat am I able to use my Emergency Roadside Assistance plan to help me,3
26888,is there any options that include emergency roadside assistance,3
26889,I need to know if I am coveted for towing,3
26890,i have a flat is a tow included in policy,3
26891,I am having an emergency and I need roadside assistance,3
26892,My tire has blown out can my policy cover it,3
26893,where is the best place for flat tire,3
26894,does my insurance police have ers included with it,3
26895,how can i include my policy into emergency roadside assistance,3
26896,What road emergencies are covered under the policy,3
26897,I have a flat is a tow included in my policy,3
26898,I need to know if I have emergency roadside assistance,3
26899,Do I have a towing package,3
26900,What is my status on roadside assistance,3
26901,Do people help me on the roadside,3
26902,How can I include ERS in my policy,3
26903,do i have emergency assistance,3
26904,does my policy have ERS,3
26905,Is towing part of my policy,3
26906,I need help does my insurance include emergency roadside assistance,3
26907,is my car covered by emergency roadside assistance,3
26908,are my truck and motorcycle covered by ERS,3
26909,Does my policy have coverage for if I had a tire blow out on the highway and needed to have my vehicle towed I guess Im asking if I have towing coverage,3
26910,what does my ERS covers,3
26911,Is a flat tire covered on my policy,3
26912,Can you please explain what my Emergency Roadside Assistance services cover,3
26913,How am I covered if I get a flat tire,3
26914,How do I get help with a flat tire,3
26915,my new policy have any emergency roadside service,3
26916,Does my insurance cover flats,3
26917,do i have roadside assistance,3
26918,I need emergency assistance is it included,3
26919,does my car policy have ERS,3
26920,What happens if my car breaks down,3
26921,How do I get help if my car breaks down,3
26922,I have a policy with you do I get someone to assist me in an emergency,3
26923,Will you please provide assistance in looking up whether I have emergency roadside service,3
26924,I dont know whats wrong with my car,3
26925,Do I have emergency roadside service,3
26926,I have three policy any one have a emergency roadside service benifts,3
26927,does emergency roadside assistance includes my cars policy,3
26928,Is ERS covered by my policy,3
26929,Does my insurance include Emergency Roadside Assistance,3
26930,roadside assistance what is included,3
26931,Does this policy cover anything other than accident,3
26932,I want to cancel my AAA policy do you have assistance,3
26933,In the event of an emergency does my policy include roadside assistance,3
26934,please show me my policy coverage,3
26935,im on the side of the road can i get help,3
26936,I cant get my car to start does my insurance cover a jump,3
26937,planning a road trip am I covered in other states if I breakdown,3
26938,Please check whether I am coming under emergency roadside service,3
26939,are my tires covered if i get a nail in them,3
26940,What sort of roadside assistance help do I get with my policy,3
26941,Im updating my emergency plan for Safety Awareness Month can you tell me if I have roadside assistance currently and what the details are,3
